student_id,first_name,last_name,email,gender,date_of_birth,major,enrollment_year,gpa,attendance_rate,participation_rate,financial_aid,first_generation,international_student,current_year,courses,grade_BIO101,grade_BIO201,grade_BIO301,grade_CHEM101,grade_STAT101,grade_MATH101,grade_MATH201,grade_MATH301,grade_MATH401,grade_ENG101,grade_ENG201,grade_ENG301,grade_HIST101,grade_ART101,grade_BUS101,grade_BUS201,grade_BUS301,grade_ECON101,grade_HIST201,grade_HIST301,grade_POL101,grade_CS101,grade_CS201,grade_CS301,grade_CS401,grade_PHYS101,grade_PHYS201,grade_PHYS301,grade_ECON201,grade_ECON301,grade_CHEM201,grade_CHEM301,grade_ART201,grade_ART301,grade_PSY101,grade_PSY201,grade_PSY301
4451699,Reginald,Deleon,michelleclayton@example.com,Female,2003-05-11,Business,2022,2.587870072747124,0.6347601731253012,0.8079156788475135,True,True,False,4,"BUS101, BUS201, BUS301, ECON101, MATH101",,,,,,60.94581102597741,,,,,,,,,41.74344982938232,70.55866006362979,66.96795125902382,81.28174430339746,,,,,,,,,,,,,,,,,,,
53876322,George,Buck,greggbrown@example.net,Male,2003-11-22,Economics,2019,3.251888259114419,0.7410125915479873,0.7081688470732315,True,False,False,2,"ECON101, ECON201, ECON301, MATH101, STAT101",,,,,83.28200500875036,84.02184224785853,,,,,,,,,,,,90.11163228058932,,,,,,,,,,,76.84744948967696,87.91866880576988,,,,,,,
50739163,Levi,Walsh,mary52@example.org,Other,2002-05-05,Business,2021,2.4624277618183856,0.5065870104804909,0.5579577092590311,True,True,False,3,"BUS101, BUS201, BUS301, ECON101, MATH101",,,,,,74.16118029601778,,,,,,,,,79.89223369927653,54.41833546577671,75.55433148499398,56.761871388959214,,,,,,,,,,,,,,,,,,,
12349652,Isaac,Mays,qmorrow@example.org,Other,2002-06-21,Engineering,2022,4.0,0.7113078385166948,0.6759734426119096,True,True,False,1,"ENG101, ENG201, ENG301, MATH101, PHYS101",,,,,,87.51923964670941,,,,100.0,98.39666859169769,100.0,,,,,,,,,,,,,,100.0,,,,,,,,,,,
97202054,Tammy,Brooks,ballaustin@example.org,Male,2003-03-09,Computer Science,2021,3.676789160015142,0.6781084127570065,0.5939337771829956,False,False,False,3,"CS101, CS201, CS301, CS401, MATH101",,,,,,95.08213757672814,,,,,,,,,,,,,,,,83.98558656328382,93.21428830307927,100.0,83.94139675609473,,,,,,,,,,,,
82485048,Brian,Hernandez,shunt@example.org,Female,2005-06-01,Business,2021,3.8741427890154494,0.562397993044017,0.3251066449353974,True,True,False,2,"BUS101, BUS201, BUS301, ECON101, MATH101",,,,,,85.24057322512436,,,,,,,,,94.4955751251211,95.88500513432757,100.0,84.10118544655873,,,,,,,,,,,,,,,,,,,
10469814,Sandra,Abbott,joseph96@example.org,Male,1999-11-04,Business,2019,4.0,0.714977340823253,0.5261423043195045,True,True,False,1,"BUS101, BUS201, BUS301, ECON101, MATH101",,,,,,100.0,,,,,,,,,96.22496647158758,100.0,90.27828912641988,82.1452300400688,,,,,,,,,,,,,,,,,,,
20261228,Veronica,Williams,penajohn@example.net,Female,2001-07-17,Chemistry,2022,3.205391385970859,0.5271661994395939,0.7341582589569867,True,False,False,1,"CHEM101, CHEM201, CHEM301, PHYS101, MATH101",,,,81.78144081323778,,90.82342066821832,,,,,,,,,,,,,,,,,,,,84.89481830057476,,,,,75.3245047277444,97.40300676398147,,,,,
42718329,John,Simpson,nmarshall@example.org,Other,2007-01-14,Business,2020,3.9739039411053985,0.7144167545097216,0.549877494852923,True,True,False,1,"BUS101, BUS201, BUS301, ECON101, MATH101",,,,,,100.0,,,,,,,,,86.14030484799578,100.0,91.64853242900723,100.0,,,,,,,,,,,,,,,,,,,
88973248,David,Knox,melissa97@example.com,Female,2006-01-26,Computer Science,2018,3.356291147327041,0.8119020411783576,0.6050630727121492,True,False,False,4,"CS101, CS201, CS301, CS401, MATH101",,,,,,83.03215684898584,,,,,,,,,,,,,,,,75.11707043359053,83.25403680253727,88.18814294039421,81.35584009607861,,,,,,,,,,,,
47343715,Shannon,Burns,luissnyder@example.net,Female,2004-03-29,Mathematics,2018,2.7614997272075246,0.5940811890162925,0.45984655215616294,False,False,False,4,"MATH101, MATH201, MATH301, MATH401, STAT101",,,,,58.06065228815839,78.82060910640139,64.74090504730866,72.29026639237304,84.1567914909726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54319663,Maria,Parker,whiteluke@example.net,Other,2002-12-26,Mathematics,2022,3.423651471146927,0.8720964652223635,0.42874670563455103,True,False,False,3,"MATH101, MATH201, MATH301, MATH401, STAT101",,,,,91.73658747261615,97.83664232211382,88.23783582185067,82.52069204360805,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10200167,Darrell,Lyons,vrodriguez@example.net,Male,1999-09-11,History,2020,3.542738814854153,0.5792473603039509,0.7432576207925852,True,False,False,1,"HIST101, HIST201, HIST301, POL101, ENG101",,,,,,,,,,71.98479309428303,,,75.77442650295674,,,,,,85.85241645547353,87.62167825701555,84.37631057262362,,,,,,,,,,,,,,,,
83898719,Brenda,Williams,melanieroy@example.net,Other,2001-09-25,Art,2022,2.368976542924491,0.9159623109466839,0.10361407359430172,True,False,True,3,"ART101, ART201, ART301, HIST101, ENG101",,,,,,,,,,52.845396655078154,,,59.92410595688899,59.71677117653808,,,,,,,,,,,,,,,,,,,45.793566636345645,39.06580196809813,,,
46207068,Erica,Carson,vasquezdiane@example.org,Other,2003-09-27,Physics,2020,3.0105974355395095,0.8608838334094484,0.32147335999885873,True,False,True,1,"PHYS101, PHYS201, PHYS301, MATH101, CHEM101",,,,83.1464761818357,,71.27321898028484,,,,,,,,,,,,,,,,,,,,59.54142243439097,62.85693125440284,93.23513033906977,,,,,,,,,
34509215,Paul,Hernandez,collinsamanda@example.net,Male,1999-09-20,Economics,2019,3.313438953168787,0.7808468101626187,0.4144818267658141,True,True,False,1,"ECON101, ECON201, ECON301, MATH101, STAT101",,,,,67.2727202412463,79.13356164219789,,,,,,,,,,,,66.81151072077989,,,,,,,,,,,91.45488059781648,93.0746126681438,,,,,,,
69266410,Connor,Dougherty,jeffrey03@example.com,Female,2000-11-22,Computer Science,2019,2.2035920113596883,0.9494367590911568,0.29806112641292404,True,False,False,2,"CS101, CS201, CS301, CS401, MATH101",,,,,,51.344051788423414,,,,,,,,,,,,,,,,61.076827706148514,51.022224524539496,46.77948420131033,47.490309527312384,,,,,,,,,,,,
99901801,Jill,Stevens,joshuathompson@example.org,Male,2000-05-05,Economics,2021,3.2348417843120085,0.8030985846436914,0.65522017833547,True,True,False,1,"ECON101, ECON201, ECON301, MATH101, STAT101",,,,,83.26522286710373,89.99642393196754,,,,,,,,,,,,79.47238901060763,,,,,,,,,,,84.7602597734865,81.59706505936822,,,,,,,
76896840,Andrew,House,bradleymadison@example.com,Other,2007-05-27,Chemistry,2020,2.3599424370423354,0.873524484957121,0.6270609231975834,False,False,False,4,"CHEM101, CHEM201, CHEM301, PHYS101, MATH101",,,,46.22179797485401,,54.87939146516078,,,,,,,,,,,,,,,,,,,,45.78620143180998,,,,,65.5882544887432,66.51148396939122,,,,,
62864492,Jacqueline,Schmidt,bmcmahon@example.net,Female,2000-03-24,Computer Science,2021,2.4692692892335413,0.7705079108355806,0.33295497406169866,True,False,False,1,"CS101, CS201, CS301, CS401, MATH101",,,,,,62.840314556617095,,,,,,,,,,,,,,,,63.479127618156014,58.170916029076174,74.18047720863665,61.000718715428675,,,,,,,,,,,,
97282955,Shannon,Herrera,sonya20@example.com,Male,2006-07-18,Mathematics,2021,2.2417033108857174,0.8099251759029646,0.8651972558206583,True,False,False,2,"MATH101, MATH201, MATH301, MATH401, STAT101",,,,,69.27364777284754,50.82535891593092,56.35657698126879,60.65376639123665,55.873751519918144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28691047,Tom,Rice,angelaadams@example.com,Female,2002-04-24,History,2020,2.378582774111117,0.5439530697922453,0.4702762008392781,True,True,False,1,"HIST101, HIST201, HIST301, POL101, ENG101",,,,,,,,,,51.31490419559609,,,58.42444286308442,,,,,,51.87387765353708,67.77662291297865,50.41941286048002,,,,,,,,,,,,,,,,
74353127,Elizabeth,Carter,ruizshane@example.org,Female,2005-10-22,English,2021,3.0584307048222925,0.6946786448100032,0.09940899450534811,False,False,False,4,"ENG101, ENG201, ENG301, HIST101, ART101",,,,,,,,,,78.39335792384243,68.398175834703,75.61987242548655,77.04175959683062,78.16430118323001,,,,,,,,,,,,,,,,,,,,,,,
531093,Hannah,Edwards,katie72@example.net,Male,2002-01-08,Chemistry,2022,3.8586792433640356,0.7181743395575021,0.2537057632848009,True,False,False,2,"CHEM101, CHEM201, CHEM301, PHYS101, MATH101",,,,88.69443316390027,,100.0,,,,,,,,,,,,,,,,,,,,100.0,,,,,83.0336314279672,99.70138985469896,,,,,
11887491,Sharon,Davis,melissafarrell@example.com,Male,2000-11-15,English,2022,3.005542101746515,0.6891110443033189,0.3895651962632063,False,False,False,4,"ENG101, ENG201, ENG301, HIST101, ART101",,,,,,,,,,74.27317250344079,62.252095820552626,64.96737262424696,83.04588556583505,83.89107650215179,,,,,,,,,,,,,,,,,,,,,,,
71178266,Cheryl,King,taylorchristopher@example.com,Male,1999-07-18,Economics,2020,2.6817320762596846,0.7544427921366929,0.5057269792959896,True,True,False,2,"ECON101, ECON201, ECON301, MATH101, STAT101",,,,,62.53246496606537,80.09981723330976,,,,,,,,,,,,69.80071496204157,,,,,,,,,,,70.4101832735261,67.6421754653148,,,,,,,
82405566,Dennis,Robinson,obrienkenneth@example.com,Male,1999-10-30,Engineering,2019,2.956791541254219,0.6809708392914153,0.6390544099657989,True,False,False,2,"ENG101, ENG201, ENG301, MATH101, PHYS101",,,,,,58.943969019180955,,,,78.23873947701881,90.98242806041743,75.20724310923354,,,,,,,,,,,,,,96.13571416999913,,,,,,,,,,,
39380498,Lauren,Mclaughlin,katherine18@example.com,Female,2000-02-24,Chemistry,2019,4.0,0.7678989873982811,0.4445237185717361,False,False,False,4,"CHEM101, CHEM201, CHEM301, PHYS101, MATH101",,,,100.0,,97.96332002030363,,,,,,,,,,,,,,,,,,,,97.97413019357461,,,,,100.0,100.0,,,,,
52539151,Monica,Brooks,pchavez@example.com,Male,2007-03-13,Engineering,2020,3.730622279802848,0.9202814421497929,0.7971158665066149,True,True,False,3,"ENG101, ENG201, ENG301, MATH101, PHYS101",,,,,,100.0,,,,93.00134674043845,84.4325437767132,100.0,,,,,,,,,,,,,,93.51131014810369,,,,,,,,,,,
67146227,Mark,Horton,josephwhite@example.com,Other,2005-07-25,Computer Science,2021,2.965568902398364,0.776545206904303,0.513610492190329,True,False,False,3,"CS101, CS201, CS301, CS401, MATH101",,,,,,72.19120736251242,,,,,,,,,,,,,,,,61.56325053324182,65.86226425804604,82.24950128777546,55.293294573428085,,,,,,,,,,,,
43318683,Amanda,Frye,allen51@example.net,Other,2000-11-05,English,2019,4.0,0.48785309122415155,0.3015057766107001,False,False,False,2,"ENG101, ENG201, ENG301, HIST101, ART101",,,,,,,,,,97.10050946066924,100.0,90.64803567162795,100.0,97.90111110888259,,,,,,,,,,,,,,,,,,,,,,,
87505586,Greg,Williams,gavin26@example.net,Other,2001-05-28,Economics,2019,3.472278714329242,0.7507201142662481,0.39082588833125476,True,False,False,1,"ECON101, ECON201, ECON301, MATH101, STAT101",,,,,100.0,81.48767862876949,,,,,,,,,,,,72.43696661593006,,,,,,,,,,,88.9711504716737,87.74057010001493,,,,,,,
49003674,David,Flynn,rebeccaray@example.net,Male,2001-04-11,Mathematics,2021,2.8686107327553594,0.7514609400486855,0.7153499254747296,False,False,False,1,"MATH101, MATH201, MATH301, MATH401, STAT101",,,,,83.24294196121087,76.67203878895522,47.334099834610214,56.75558169660776,58.38657276535341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95377307,Debra,Brown,richardmaddox@example.net,Female,2000-12-29,English,2022,3.0664692641432136,0.6074138318604531,0.43884466279024287,True,False,False,1,"ENG101, ENG201, ENG301, HIST101, ART101",,,,,,,,,,75.82407955547082,73.92548563378386,77.0140933412834,70.86294790425806,66.37633393475487,,,,,,,,,,,,,,,,,,,,,,,
91960879,Janet,Hart,vjohnson@example.net,Male,2000-09-19,Physics,2021,3.9226957976276835,0.5150293733826927,0.3006627625930974,True,True,False,4,"PHYS101, PHYS201, PHYS301, MATH101, CHEM101",,,,100.0,,90.6806217754409,,,,,,,,,,,,,,,,,,,,96.81677681627873,91.54267782788725,100.0,,,,,,,,,
72139380,Patrick,Farmer,ltownsend@example.org,Other,2003-08-30,Biology,2018,2.8773725077824976,0.5042789498569248,0.9355612505532261,True,False,False,3,"BIO101, BIO201, BIO301, CHEM101, STAT101",60.10368610168517,73.94181676019967,57.83405958549504,88.40842558760508,69.56644126109757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420408,Raymond,Hood,joan86@example.com,Male,2000-06-22,Economics,2020,3.827963274380964,0.7668078564844503,0.7133777760216975,True,True,False,4,"ECON101, ECON201, ECON301, MATH101, STAT101",,,,,100.0,84.85154052544311,,,,,,,,,,,,96.1686808080528,,,,,,,,,,,91.06984392915874,100.0,,,,,,,
93554753,Stephanie,Anderson,williamsjacqueline@example.net,Other,2000-08-25,Economics,2022,2.6547694077488604,0.5915254476673795,0.3083168491707012,True,False,True,4,"ECON101, ECON201, ECON301, MATH101, STAT101",,,,,72.39655879339097,73.04992668297486,,,,,,,,,,,,69.39157886537078,,,,,,,,,,,60.21747552972709,72.6449806274499,,,,,,,
73659678,Mark,Grant,catherine08@example.com,Male,2002-02-28,English,2020,3.6647325183504647,0.4241135225734778,0.49101847227514456,True,False,False,1,"ENG101, ENG201, ENG301, HIST101, ART101",,,,,,,,,,83.13995893340382,98.13851633017538,80.98549440766746,94.112110493178,100.0,,,,,,,,,,,,,,,,,,,,,,,
74761146,Melanie,Drake,bjordan@example.com,Male,2005-12-04,Art,2020,2.2985754923839847,0.7024845588673846,0.6424324892308884,True,False,False,2,"ART101, ART201, ART301, HIST101, ENG101",,,,,,,,,,69.46326945776846,,,50.603103290798344,69.16562179486617,,,,,,,,,,,,,,,,,,,39.12066132985612,70.19158570982984,,,
22843160,Jacqueline,Wise,leslie98@example.net,Female,2003-02-19,Mathematics,2021,2.0563979433860053,0.7955248206708616,0.5389120010837906,True,False,False,3,"MATH101, MATH201, MATH301, MATH401, STAT101",,,,,48.38435335354168,41.749703983423714,39.71677423403181,54.50693187834762,72.02645638690998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31108393,Jason,Durham,emily51@example.com,Male,2004-10-23,Biology,2022,3.512610981304485,0.7605928171550479,0.6194876755114107,False,False,False,2,"BIO101, BIO201, BIO301, CHEM101, STAT101",100.0,91.87098382709506,81.35229828167817,62.98209973980315,86.54239065080272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96111009,Natalie,Garrett,cstewart@example.net,Female,2005-12-06,Economics,2022,3.599372240281884,0.7503592902353049,0.5935429416733718,True,True,False,4,"ECON101, ECON201, ECON301, MATH101, STAT101",,,,,90.10832119175413,97.82681458254707,,,,,,,,,,,,95.67811907192285,,,,,,,,,,,85.17455699260833,82.7391759047835,,,,,,,
78754757,Tiffany,Hernandez,irussell@example.net,Male,2000-11-07,Engineering,2018,2.974973571045039,0.2032763974928124,0.6732410318208922,False,True,False,3,"ENG101, ENG201, ENG301, MATH101, PHYS101",,,,,,73.80246218998515,,,,75.31211555708502,73.47029613991234,70.980009159337,,,,,,,,,,,,,,79.08382077529225,,,,,,,,,,,
6017396,Travis,Chavez,astrickland@example.org,Male,2003-09-16,Physics,2019,2.19559359029305,0.8702562735087671,0.3036091032992941,False,False,False,1,"PHYS101, PHYS201, PHYS301, MATH101, CHEM101",,,,53.86457429862843,,56.70953917072554,,,,,,,,,,,,,,,,,,,,61.772091757901585,57.1266939748623,61.60042761271168,,,,,,,,,
75059726,Alexa,Anderson,millerjacob@example.com,Male,2000-09-26,History,2018,2.6744054803422226,0.5550160350002384,0.5921736479687639,False,False,True,3,"HIST101, HIST201, HIST301, POL101, ENG101",,,,,,,,,,65.63678807415656,,,71.42234649106408,,,,,,84.94323747339882,88.61572726220939,54.686203234880224,,,,,,,,,,,,,,,,
96627627,Karen,Murillo,lmclaughlin@example.org,Other,2001-12-16,Physics,2020,2.9153493107795967,0.8029401420364395,0.28764338335755407,True,False,False,1,"PHYS101, PHYS201, PHYS301, MATH101, CHEM101",,,,72.0316713520986,,58.202252183201615,,,,,,,,,,,,,,,,,,,,68.8643713801277,87.26796111579296,75.37798852618283,,,,,,,,,
49039001,Kristina,Wright,thomas59@example.com,Female,2007-07-12,Mathematics,2018,2.7761723240224434,0.6684519207110738,0.5908017071088723,True,True,False,3,"MATH101, MATH201, MATH301, MATH401, STAT101",,,,,71.8789095657023,75.94724455923787,64.54431090933093,80.12819781663298,62.913087360236275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4461201,Bill,Mclaughlin,smithlauren@example.net,Other,2002-05-16,English,2022,3.3814258294298742,0.6344992683994436,0.8032635015356618,True,False,True,4,"ENG101, ENG201, ENG301, HIST101, ART101",,,,,,,,,,77.22695552711819,81.66358211741705,91.47825796398203,95.54155730082809,89.20447712018982,,,,,,,,,,,,,,,,,,,,,,,
95197258,Scott,Haynes,philipvaldez@example.org,Other,1999-09-02,History,2021,3.2351162183657975,0.7926626127563297,0.5129330634338048,True,False,False,3,"HIST101, HIST201, HIST301, POL101, ENG101",,,,,,,,,,90.17277761674393,,,83.28797936061757,,,,,,67.24534641157645,100.0,91.64519186784858,,,,,,,,,,,,,,,,
73313238,Patricia,Castro,noah44@example.org,Female,2006-01-30,History,2021,2.642745559058134,0.5839103583103312,0.394926142101675,True,True,False,4,"HIST101, HIST201, HIST301, POL101, ENG101",,,,,,,,,,65.6784208112438,,,58.081593534246096,,,,,,60.448005273761154,45.63710321341236,76.23830661156765,,,,,,,,,,,,,,,,
79535793,Javier,Bates,jason82@example.org,Female,2003-01-30,Chemistry,2018,2.342011192333269,0.7184987159155622,0.6364813372055184,True,False,False,2,"CHEM101, CHEM201, CHEM301, PHYS101, MATH101",,,,47.63716757467441,,56.958906854436364,,,,,,,,,,,,,,,,,,,,67.41769332026998,,,,,65.68101554144991,59.374744868589005,,,,,
9116889,Jamie,Johns,james95@example.net,Other,2003-07-22,Art,2021,1.977419933949099,0.7958910047705227,0.6186847962610453,True,False,False,3,"ART101, ART201, ART301, HIST101, ENG101",,,,,,,,,,56.725022037095826,,,48.69250317631168,52.86432836265636,,,,,,,,,,,,,,,,,,,44.52347931931175,61.24675096061132,,,
58397292,Alexis,Kennedy,matthew32@example.org,Other,2004-06-15,Computer Science,2022,3.376732151481163,0.9526564999241137,0.62104976903516,True,False,False,2,"CS101, CS201, CS301, CS401, MATH101",,,,,,81.84448201982849,,,,,,,,,,,,,,,,85.268468497861,100.0,92.83948098773638,100.0,,,,,,,,,,,,
97505995,Amanda,Garza,dthompson@example.org,Female,2003-12-02,Mathematics,2021,3.3047782491482574,0.5560553738466745,0.5826206039743318,True,False,False,1,"MATH101, MATH201, MATH301, MATH401, STAT101",,,,,81.06624971373583,68.8784953932451,76.80831204918603,86.2651839394783,83.5209925027777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65805942,Gregory,Townsend,rsandoval@example.org,Male,2005-09-06,Biology,2021,2.6966105236341744,0.8029263795615955,0.4905221031695356,True,False,False,1,"BIO101, BIO201, BIO301, CHEM101, STAT101",64.9641763302802,55.57850599909521,69.53974623238862,72.72449864886559,65.64646590105866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18501674,Todd,Miller,murraytina@example.org,Female,2002-05-06,Computer Science,2018,1.9721120041374112,0.5567934698649469,0.6333139536850406,True,False,False,2,"CS101, CS201, CS301, CS401, MATH101",,,,,,46.84791972466233,,,,,,,,,,,,,,,,46.742242002650954,48.674277745672015,56.136692616795855,39.834913252595754,,,,,,,,,,,,
19584125,Caroline,Cooper,christopher51@example.org,Female,1999-12-08,Chemistry,2018,2.7430001569673257,0.6940279350492256,0.4945636897292383,True,True,False,3,"CHEM101, CHEM201, CHEM301, PHYS101, MATH101",,,,73.31178947340808,,65.27970468943832,,,,,,,,,,,,,,,,,,,,69.0834982330763,,,,,72.62479673102696,61.76301501392444,,,,,
43259933,Ricky,Randall,schaeferjessica@example.org,Male,2005-08-03,Art,2018,2.837880533870578,0.9092694737623893,0.24995076625559573,True,False,False,4,"ART101, ART201, ART301, HIST101, ENG101",,,,,,,,,,75.80659481796513,,,57.094898157329325,74.33460613246848,,,,,,,,,,,,,,,,,,,69.04596547400045,76.72875805487072,,,
47525969,Kimberly,Wells,michaelhall@example.com,Other,2000-06-08,Engineering,2020,2.959695786043083,0.8567603919453852,0.6468853832251605,True,False,False,3,"ENG101, ENG201, ENG301, MATH101, PHYS101",,,,,,82.41118633830779,,,,82.67640913739544,65.83944948037663,68.72113177641907,,,,,,,,,,,,,,85.65283271044039,,,,,,,,,,,
58469544,Dorothy,Lynch,jessicagregory@example.org,Female,2003-02-07,Computer Science,2022,2.8081366117074373,0.8890231898630563,0.4037784931570229,True,False,False,1,"CS101, CS201, CS301, CS401, MATH101",,,,,,78.90458902166243,,,,,,,,,,,,,,,,64.20418930970142,74.73002799252667,73.63086767892341,69.71638239848461,,,,,,,,,,,,
11523359,Stephen,Weeks,richardstrong@example.org,Male,2003-11-09,Engineering,2022,3.5671802823911833,0.2762060029855279,0.29501192887775834,True,False,False,1,"ENG101, ENG201, ENG301, MATH101, PHYS101",,,,,,89.82797960222995,,,,86.68302068468441,98.93939498906964,67.9586457927906,,,,,,,,,,,,,,87.80346540555205,,,,,,,,,,,
8810358,Carol,Carey,ashleyvaldez@example.com,Male,2005-08-02,Business,2019,3.0528336195154324,0.5200974171942935,0.6794165130125135,True,False,False,1,"BUS101, BUS201, BUS301, ECON101, MATH101",,,,,,79.14823691934231,,,,,,,,,72.00834188933841,95.91213156081454,84.90475326498365,84.72894755280757,,,,,,,,,,,,,,,,,,,
81898764,Tony,Harris,srosales@example.com,Female,2005-01-15,Psychology,2021,2.674593970206912,0.4843974287296406,0.657045656117964,True,True,False,2,"PSY101, PSY201, PSY301, STAT101, BIO101",64.79001845970221,,,,68.48517709900823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.42701978683293,76.43843873145627,44.32378685077346
41156628,Amy,Pruitt,walkerstephen@example.org,Other,2001-03-09,History,2020,3.0872852797950032,0.9566264312482308,0.7860209659400998,True,False,False,4,"HIST101, HIST201, HIST301, POL101, ENG101",,,,,,,,,,89.4260477584877,,,81.91776074694526,,,,,,76.15768646810616,57.859542318130096,67.78588165626132,,,,,,,,,,,,,,,,
97929536,Andrew,Solomon,gwallace@example.org,Male,2002-10-20,English,2018,3.3788412023934242,0.8385347086581604,0.5090282832948368,True,False,False,1,"ENG101, ENG201, ENG301, HIST101, ART101",,,,,,,,,,89.23768122128669,80.78465666158142,86.42770092409533,81.8566019846744,72.26729838996965,,,,,,,,,,,,,,,,,,,,,,,
23669781,Wesley,Warren,penny86@example.org,Other,2001-10-28,Computer Science,2022,4.0,0.7219063385072005,0.47652091058649193,False,True,False,2,"CS101, CS201, CS301, CS401, MATH101",,,,,,97.69933319693257,,,,,,,,,,,,,,,,93.3585629872466,98.52980039102383,100.0,96.56151099942366,,,,,,,,,,,,
